,sentiment,time,text,cleaned_text,Lowercase Count,Uppercase Count,Uppercase Words,Uppercase Ratio,Punc Count,num_digits,num_verbs,num_nouns,num_tokens_cleaned,num_tokens_raw,num_words_misspelled,polarity,subjectivity,num_pos_words,num_neg_words
1138,positive,13/1/20,"These bars (all of the roll types) are hard to eat. That's actually part of why I like them so much. Because they take some effort to bite into and chew, they basically force you to eat slower. As a result, you feel more satisfied at the end of eating one than if you had scarfed down a candy bar in three bites. I don't find them hard as rocks though, just very chewy. If you don't like chewy food, then these are definitely not for you. I also really like the texture contrast between the crunchy/crispy outside and the chewy nougat inside of the bar.<br /><br />There is a bit of a mess factor involved in eating these, as noted by one reviewer. The caramel is sticky and sometimes leaves traces on the wrapper, and the outside crispy/crunchy coating tends to crumble off a bit. If you want to keep the inside of your car spotlessly clean, you might not want to chow down on a Go-Lean roll bar while driving. Nevertheless, I still think these are some of the best bars out there. They are not discernibly chalky nor do they have a strange chemical aftertaste the way that many protein or energy bars do. They really are like fortified candy bars. And they pack quite a high protein and fiber punch for only 190 calories each, while only having about 13 mg of sugars--about 1 Tablespoon--per bar (I was expecting more like 25-30 mg when I tried my first one). The chocolate turtle roll is my favorite flavor, but honestly, I've tried every single flavor of the Go-Lean Roll bars, and they are really all quite good.",bar roll type hard eat actually part like much take effort bite chew basically force eat slow result feel satisfied end eat one scarfed candy bar three bite find hard rock though chewy like chewy food definitely also really like texture contrast outside chewy nougat inside bar bit mess factor involve eating noted one reviewer caramel sticky sometimes leave trace wrapper outside coat tends crumble bit want keep inside car spotlessly clean might want chow roll bar driving nevertheless still think best bar discernibly chalky strange chemical aftertaste way many protein energy bar really like fortify candy bar pack quite high protein fiber punch calorie mg sugar tablespoon per bar expecting like mg try first one chocolate turtle roll favorite flavor honestly try every single flavor roll bar really quite good,318,0,,0.0,36,4,16,58,131,325,14,0.984,0.40852,1,0
639,positive,13/9/21,"No matter how wholesome a snack may be, it's worthless unless the girls approve. In this case they both give the Science Diet Jerky Treats two paws up. I like that beef is the first ingredient in the recipe and there are none of those unrecognizable ingredients created in a science laboratory.<br /><br />The treats are a nice size and have just enough chew to satisfy. For Piper, our shih tzu with a few missing teeth, I break the treats into smaller pieces so she can manage them.<br /><br /> On the package:<br />Use within 3 weeks of opening.<br />100% satisfaction guaranteed<br />Keep this bag out of the reach of pets and children.",matter wholesome snack may worthless unless girl approve case give science diet jerky treat two paw like beef first ingredient recipe none unrecognizable ingredient create science laboratory treat nice size enough chew satisfy piper shih tzu miss teeth break treat small piece manage package use within week open satisfaction guarantee keep bag reach pet child,146,0,,0.0,30,1,7,32,55,148,6,0.9347,0.605556,0,0
3349,positive,11/9/21,"This is my favorite of the 3 or 4 blends offered by emerald. Can only seem to find it at Amazon, since the local grocers seem to sell out of it right away or do not carry it. Will definitely be ordering this on a regular basis.",favorite blend offer emerald seem find amazon since local grocer seem sell right away carry definitely order regular basis,51,0,,0.0,4,0,5,5,19,51,0,0.7506,0.422527,0,0
1681,negative,13/5/20,Tastes funny ...IT WAS NOT LABELED FROM CHINA ON THE INFO PAGE WHEN I BOUGHT IT ...I WILL NOT EAT THIS PRODUCT ...WILL NOT GIVE IT AWAY ...CAN'T RETURN IT ...ONLY THING LEFT TO DO...IS THROW IT AWAY!..will not purchase any food from China ..MY health is more important!,taste funny label china info page buy eat product give away return thing leave throw away purchase food china health important,23,37,"IT, WAS, NOT, LABELED, FROM, CHINA, ON, THE, INFO, PAGE, WHEN, BOUGHT, IT, WILL, NOT, EAT, THIS, PRODUCT, WILL, NOT, GIVE, IT, AWAY, CA, N'T, RETURN, IT, ONLY, THING, LEFT, TO, DO, IS, THROW, IT, AWAY, MY",0.596774,2,0,5,10,21,62,1,0.5423,1.0,0,0
1128,positive,28/9/18,"I love this stuff.  It's like the Sencha shot, but with a bit softer flavor profile.  Still fills in like an energy drink but without the weirdly contrived and overly sweet flavors of those drinks.  This stuff is also actually good for you.",love stuff like sencha shot bit soft flavor profile still fill like energy drink without weirdly contrive overly sweet flavor drink stuff also actually good,48,0,,0.0,5,0,2,10,25,49,1,0.9523,0.64,1,0
1697,positive,10/3/20,"All my family really likes this rice. It goes good with fish, chicken or stakes.",family really likes rice go good fish chicken stake,18,0,,0.0,3,0,1,5,9,18,0,0.7178,0.583333,0,0
2628,positive,30/3/20,I like this product because it basically does what I anticipated. As long as you have a full glass of water with it it will keep you feeling full for a few hours.,like product basically anticipate long full glass water keep feeling full hour,33,0,,0.0,2,0,1,5,12,35,0,0.4588,0.5,0,0
3265,positive,22/11/20,Didn't know what to expect when I ordered this product.  But was pleasantly surprised about how good it is and the value.  Definitely will buy again.,know expect ordered product pleasantly surprise good value definitely buy,29,0,,0.0,3,0,2,3,10,30,1,0.9042,0.688889,0,0
861,positive,3/10/21,I love this coffee it's my favorite so far I want to try them all. I don't like strong coffee and I hate bitter after taste coffee to me this is the perfect cup  of coffee. I'm not telling everyone to go out and buy it this is my own opinion.,love coffee favorite far want try like strong coffee hate bitter taste coffee perfect cup coffee tell everyone go buy opinion,52,0,,0.0,3,0,3,9,21,57,2,0.8885,0.819048,3,1
3318,positive,16/1/18,"This is the best nuocmam ever.  Smooth and extremely tasty.  Perfect on seafood, rice, whatever... Highly recommended - adds an amazing dimension to anything you use it on.",best nuocmam ever smooth extremely tasty perfect seafood rice whatever highly recommend add amazing dimension anything use,34,0,,0.0,6,0,3,7,17,34,1,0.9436,0.706667,3,0
2852,positive,28/4/21,"This really does taste a lot (not exactly) like regular bubble gum. It's thick, chunky, and kid's can make huge pink bubbles with it, and it lasts and lasts. As a treat you don't have to worry about for a child, or as a diet item for an adult, this is great.",really taste lot exactly like regular bubble gum thick chunky kid make huge pink bubble last last treat worry child diet item adult great,65,0,,0.0,10,0,2,10,24,65,1,0.8271,0.338526,1,0
2339,positive,24/5/19,I must say this product exceeded my expectation. I had the powder one before and it left a bitter after taste. I was very pleased with the liquid and have ordered on more in a different flavor.,must say product exceeded expectation powder one leave bitter taste please liquid order different flavor,37,0,,0.0,3,1,1,9,15,40,0,-0.1779,0.55,0,0
883,positive,12/9/21,These beans were really very good.  Added a ham slice while cooking and came out great.  Each time I've made the soup it's be consistently yummy!,bean really good add ham slice cooking come great time make soup consistently yummy,30,0,,0.0,3,0,3,5,14,31,1,0.8932,0.533333,2,0
2742,positive,23/10/21,"This is the best tasting hot sauce ever, yes hot sauce with a flavor ,my first bottle of this sauce came from a VERY VERY good friend when I found out what grocery store it came from i bought all they had now they tell me they cant get it anymore :( so where do i go? Amazon , but shipping for 2 bottles of this fine hot sauce is more than the sauce its self ,",best taste hot sauce ever yes hot sauce flavor first bottle sauce come good friend find grocery store come bought tell get anymore go amazon ship bottle fine hot sauce sauce self,78,2,"VERY, VERY",0.024691,7,0,5,12,32,81,0,0.9382,0.611905,1,0
3245,positive,23/5/20,"This can be mixed with virtually any wine. I've had it mixed with champagne, Riesling, and Moscato, and it works well with them all. The price is rather steep, as I paid $7-$8 at a local gift shop.",mixed virtually wine mixed champagne riesling moscato work well price rather steep pay local gift shop,47,0,,0.0,9,0,3,6,16,49,2,0.7003,0.166667,0,0
